iso_o,TIME_PERIOD,export,import,net_imp,gdp_pct,co2,manufacturing,renewable,energy,trade_openness,fdi,urban,internet,population,country,continent,category,development,eci_sitc,eci_rank_sitc,importing,exporting
NOR,2010,55.232,73.022,17.790000000000006,72804.4,9.81,7.28,56.0,6455.32,68.24,56.0,79.1,93.39,13.39,Norway,Europe,Advanced Economies,1.0,0.832,33,19.0,53.0
NZL,2010,34.631,24.839000000000002,-9.791999999999998,35489.76,7.67,10.82,29.4,4147.31,58.1,29.4,86.16,80.46,16.52,New Zealand,Pacific,Advanced Economies,1.0,0.061,56,55.0,17.0
PAK,2010,33.168,42.047,8.878999999999998,1256.69,0.78,13.04,47.4,429.29,31.99,47.4,35.0,8.0,258.46,Pakistan,Asia,Emerging and Developing Economies,0.0,-0.714,108,24.0,48.0
PER,2010,26.767000000000003,28.995,2.227999999999998,5167.39,1.58,15.56,32.2,603.46,51.67,32.2,76.43,34.77,22.72,Peru,America,Emerging and Developing Economies,0.0,-0.618,98,38.0,34.0
PHL,2010,46.277,53.929,7.652000000000001,2373.14,0.88,21.92,32.7,431.46,66.1,32.7,45.33,25.0,323.09,Philippines,Asia,Emerging and Developing Economies,0.0,0.856,32,26.0,46.0
POL,2010,139.407,126.022,-13.385000000000005,10808.4,8.66,16.17,9.5,2642.07,82.23,9.5,60.89,62.32,124.21,Poland,Europe,Emerging and Developing Economies,0.0,0.965,26,57.0,15.0
PRT,2010,30.183,47.597,17.414,19698.68,5.05,11.59,27.8,2222.63,67.69,27.8,60.57,53.3,115.44,Portugal,Europe,Advanced Economies,1.0,0.512,42,20.0,52.0
ROU,2010,36.266,37.551,1.2850000000000037,7660.71,4.12,23.36,24.1,1724.7,69.95,24.1,53.83,39.93,88.01,Romania,Europe,Emerging and Developing Economies,0.0,0.726,38,41.0,31.0
RUS,2010,731.016,250.35399999999998,-480.662,8755.12,12.23,12.82,3.3,4853.37,50.36,3.3,73.69,49.0,8.72,Russia,Asia,Emerging and Developing Economies,0.0,-0.121,69,70.0,2.0
SAU,2010,122.5,122.87700000000001,0.37700000000000955,21830.14,20.3,10.83,0.0,7965.26,82.55,0.0,82.08,41.0,11.15,Saudi Arabia,Asia,Emerging and Developing Economies,0.0,-0.172,73,44.0,28.0
SEN,2010,2.706,3.767,1.061,1153.53,0.55,15.57,49.5,313.4,52.46,49.5,43.77,8.0,65.63,Senegal,Africa,Emerging and Developing Economies,0.0,-0.485,89,42.0,30.0
SGP,2010,180.27,145.571,-34.69900000000001,48752.05,9.63,20.77,0.5,4856.85,369.69,0.5,100.0,71.0,7231.81,Singapore,Asia,Advanced Economies,1.0,2.09,3,62.0,10.0
SVK,2010,40.120000000000005,43.268,3.147999999999996,14596.15,7.4,17.14,10.3,3441.26,155.11,10.3,54.68,75.71,112.11,Slovak Republic,Europe,Advanced Economies,1.0,1.236,22,35.0,37.0
SVN,2010,14.609,17.937,3.328000000000001,20444.12,8.38,17.5,20.1,3589.61,128.61,20.1,52.66,70.0,101.69,Slovenia,Europe,Advanced Economies,1.0,1.552,16,34.0,38.0
SWE,2010,53.888,90.035,36.147,48204.66,5.64,14.92,44.7,5443.32,85.09,44.7,85.06,90.0,23.02,Sweden,Europe,Advanced Economies,1.0,1.901,5,12.0,60.0
THA,2010,188.952,182.463,-6.489000000000004,5059.36,3.59,30.93,22.8,1718.62,127.25,22.8,43.86,22.4,134.24,Thailand,Asia,Emerging and Developing Economies,0.0,0.898,30,51.0,21.0
TUN,2010,17.625,16.698,-0.9269999999999996,3906.91,2.58,15.72,12.6,955.71,100.15,12.6,66.66,36.8,69.3,Tunisia,Africa,Emerging and Developing Economies,0.0,0.188,52,46.0,26.0
TUR,2010,94.93,183.114,88.184,8396.92,4.27,15.05,14.2,1445.41,46.69,14.2,70.82,39.82,95.04,Türkiye,Europe,Emerging and Developing Economies,0.0,0.273,51,7.0,65.0
UKR,2010,137.345,56.879000000000005,-80.466,2285.93,6.77,13.1,2.9,2848.78,95.73,2.9,68.6,23.3,80.19,Ukraine,Europe,Emerging and Developing Economies,0.0,0.36,48,67.0,5.0
USA,2010,868.434,1654.692,786.258,52812.68,17.85,11.88,7.4,7162.56,28.22,7.4,80.77,71.69,33.82,United States,America,Advanced Economies,1.0,1.629,14,1.0,71.0
VNM,2010,144.947,103.979,-40.968,2027.58,1.79,17.13,34.6,670.11,113.98,34.6,30.42,30.65,279.15,Vietnam,Asia,Emerging and Developing Economies,0.0,-0.069,65,64.0,8.0
ZAF,2010,162.885,78.656,-84.22899999999998,5953.95,8.87,13.86,9.4,2518.44,50.41,9.4,62.22,24.0,43.15,South Africa,Africa,Emerging and Developing Economies,0.0,0.16,53,68.0,4.0
ARG,2011,80.757,59.466,-21.291000000000004,14040.62,4.43,15.85,8.8,1865.26,35.21,8.8,90.99,51.0,15.25,Argentina,America,Emerging and Developing Economies,0.0,-0.169,68,58.0,14.0
AUS,2011,179.157,213.612,34.454999999999984,54111.36,18.48,7.36,8.3,5698.66,41.85,8.3,85.3,79.49,2.91,Australia,Pacific,Advanced Economies,1.0,-0.702,103,15.0,57.0
AUT,2011,73.057,106.937,33.879999999999995,44146.2,8.6,17.14,31.6,3927.58,105.78,31.6,57.12,78.74,101.69,Austria,Europe,Advanced Economies,1.0,1.746,9,16.0,56.0
BEL,2011,117.172,157.496,40.32400000000001,40236.96,9.47,12.95,6.7,5063.17,160.77,6.7,97.7,81.61,363.9,Belgium,Europe,Advanced Economies,1.0,1.233,22,13.0,59.0
BGD,2011,16.862,38.76,21.898,995.58,0.43,16.0,38.4,200.3,47.42,38.4,31.22,4.5,1179.93,Bangladesh,Asia,Emerging and Developing Economies,0.0,-0.92,118,18.0,54.0
BGR,2011,42.239,25.772,-16.467,6605.31,7.46,14.887567567567569,13.2,2592.52,117.42,13.2,72.64,47.98,67.69,Bulgaria,Europe,Emerging and Developing Economies,0.0,0.356,46,56.0,16.0
BLR,2011,57.589,50.294,-7.295000000000002,5941.69,6.65,26.42,7.5,3081.68,157.97,7.5,75.19,39.65,46.63,Belarus,Europe,Emerging and Developing Economies,0.0,0.735,37,53.0,19.0
BRA,2011,249.698,225.93099999999998,-23.767000000000024,9067.99,2.37,11.78,45.2,1390.01,23.93,45.2,84.63,45.69,23.36,Brazil,America,Emerging and Developing Economies,0.0,0.03,57,59.0,13.0
CAN,2011,360.192,328.242,-31.94999999999999,42043.64,16.77,9.96,21.5,7716.25,62.5,21.5,81.1,83.0,3.83,Canada,America,Advanced Economies,1.0,0.348,47,60.0,12.0
CHE,2011,45.562,110.637,65.075,81874.34,5.35,18.19,20.6,3181.07,125.56,20.6,73.63,85.19,200.25,Switzerland,Europe,Advanced Economies,1.0,2.282,2,10.0,62.0
CHL,2011,48.18,60.955,12.774999999999999,12252.84,4.56,9.91,28.8,1937.32,72.48,28.8,87.13,52.25,23.34,Chile,America,Emerging and Developing Economies,0.0,-0.285,75,20.0,52.0
CHN,2011,2282.057,1116.733,-1165.3239999999998,6275.91,7.42,31.56,11.3,2027.47,49.95,11.3,50.51,38.3,143.27,China,Asia,Emerging and Developing Economies,0.0,1.163,24,71.0,1.0
CIV,2011,5.952,4.888,-1.064,1426.46,0.31,9.22,79.1,412.2,64.72,79.1,47.75,2.9,72.27,Côte d'Ivoire,Africa,Emerging and Developing Economies,0.0,-0.943,120,46.0,26.0
CMR,2011,6.5809999999999995,5.963,-0.6179999999999994,1297.31,0.37,15.19,78.6,363.17,51.52,78.6,52.16,5.0,42.8,Cameroon,Africa,Emerging and Developing Economies,0.0,-0.457,84,44.0,28.0
COL,2011,42.233,47.252,5.0190000000000055,5517.1,1.56,13.22,29.6,710.26,39.47,29.6,78.33,40.35,40.79,Colombia,America,Emerging and Developing Economies,0.0,-0.086,64,31.0,41.0
CRI,2011,6.134,10.948,4.814,10612.47,1.67,14.3,38.0,992.84,68.64,38.0,72.87,39.21,90.28,Costa Rica,America,Emerging and Developing Economies,0.0,0.597,40,32.0,40.0
CYP,2011,3.343,5.67,2.327,25538.78,6.68,4.6,7.6,2093.44,110.62,7.6,67.41,56.86,124.08,Cyprus,Europe,Advanced Economies,1.0,0.991,27,39.0,33.0
CZE,2011,91.259,86.504,-4.7549999999999955,16926.28,11.25,21.86,12.2,4144.4,136.75,12.2,73.18,70.49,135.91,Czech Republic,Europe,Advanced Economies,1.0,1.781,7,52.0,20.0
DEU,2011,544.683,754.076,209.39300000000003,40712.66,9.82,20.13,12.5,3891.87,78.41,12.5,77.16,81.27,230.3,Germany,Europe,Advanced Economies,1.0,2.067,4,3.0,69.0
DNK,2011,82.358,62.6,-19.758000000000003,51667.53,7.81,10.97,23.8,3218.55,102.01,23.8,86.96,89.81,139.26,Denmark,Europe,Advanced Economies,1.0,1.267,20,57.0,15.0
EGY,2011,38.882,51.306,12.424,3222.38,2.41,15.77,5.4,860.05,45.26,5.4,43.0,25.6,91.51,Egypt,Africa,Emerging and Developing Economies,0.0,-0.183,69,23.0,49.0
ESP,2011,167.845,238.043,70.19800000000001,25510.56,6.27,11.2,14.7,2684.34,58.51,14.7,78.67,67.09,93.51,Spain,Europe,Advanced Economies,1.0,0.871,33,9.0,63.0
EST,2011,14.474,10.101,-4.372999999999999,15820.92,16.33,14.55,25.2,4311.69,166.75,25.2,67.96,76.5,31.31,Estonia,Europe,Advanced Economies,1.0,0.948,29,50.0,22.0
FIN,2011,51.422,60.02,8.598000000000006,44391.45,10.8,16.36,35.1,6522.94,78.72,35.1,84.31,88.71,17.73,Finland,Europe,Advanced Economies,1.0,1.672,12,28.0,44.0
FRA,2011,226.819,425.54200000000003,198.72300000000004,36269.96,5.58,10.31,10.6,3951.0,60.61,10.6,78.62,77.82,121.24,France,Europe,Advanced Economies,1.0,1.43,17,4.0,68.0
GBR,2011,209.49,379.344,169.85399999999998,42459.96,7.26,9.33,4.0,2973.83,63.57,4.0,81.57,85.38,261.48,United Kingdom,Europe,Advanced Economies,1.0,1.64,14,5.0,67.0
GRC,2011,41.609,54.253,12.643999999999998,19448.26,7.76,8.15,11.4,2413.16,56.29,11.4,76.65,51.65,86.15,Greece,Europe,Advanced Economies,1.0,0.244,53,22.0,50.0
HKG,2011,81.97200000000001,118.47000000000001,36.498000000000005,39656.34,6.39,1.58,0.5,2037.96,421.85,0.5,100.0,72.2,6734.86,Hong Kong SAR,Asia,Advanced Economies,1.0,0.878,32,14.0,58.0
HRV,2011,10.798,13.804,3.0060000000000002,11995.13,4.78,13.66,27.2,2137.21,77.77,27.2,55.32,57.79,76.49,Croatia,Europe,Advanced Economies,1.0,0.919,30,37.0,35.0
HUN,2011,59.348,60.476,1.1280000000000001,11536.36,5.16,18.46,14.7,2600.72,166.75,14.7,69.36,68.02,110.15,Hungary,Europe,Emerging and Developing Economies,0.0,1.843,6,41.0,31.0
IDN,2011,173.165,181.24,8.075000000000017,2799.62,2.0,21.76,32.4,664.81,50.18,32.4,50.6,12.28,132.87,Indonesia,Asia,Emerging and Developing Economies,0.0,-0.147,66,29.0,43.0
IND,2011,460.382,425.90099999999995,-34.48100000000005,1281.61,1.47,16.14,35.0,546.68,55.62,35.0,31.28,10.07,424.2,India,Asia,Emerging and Developing Economies,0.0,-0.061,61,61.0,11.0
IRL,2011,57.516,55.092,-2.4239999999999995,47607.89,8.11,20.57,7.0,2875.41,186.03,7.0,61.74,74.89,66.48,Ireland,Europe,Advanced Economies,1.0,1.72,10,47.0,25.0
ISR,2011,25.157,52.594,27.437,34540.67,9.17,13.57,9.1,2981.37,68.91,9.1,91.89,68.87,358.86,Israel,Asia,Advanced Economies,1.0,1.653,13,17.0,55.0
ITA,2011,231.631,390.345,158.71400000000003,32039.5,6.91,14.13,11.9,2798.24,54.47,11.9,68.44,54.39,202.99,Italy,Europe,Advanced Economies,1.0,1.422,18,6.0,66.0
JOR,2011,9.129999999999999,15.265,6.135000000000002,4631.68,2.81,19.31,3.0,944.49,118.7,3.0,87.17,34.9,84.26,Jordan,Asia,Emerging and Developing Economies,0.0,0.682,39,30.0,42.0
JPN,2011,319.24,746.8299999999999,427.5899999999999,33011.13,9.96,19.54,4.8,3620.18,30.19,4.8,91.07,79.05,350.71,Japan,Asia,Advanced Economies,1.0,2.349,1,2.0,70.0
KAZ,2011,135.433,48.678000000000004,-86.755,9223.3,15.72,11.09,1.4,4532.0,73.12,1.4,56.9,50.6,6.32,Kazakhstan,Asia,Emerging and Developing Economies,0.0,-0.736,105,66.0,6.0
KHM,2011,10.484,7.079,-3.4050000000000002,1221.39,0.36,20.59,64.0,325.06,109.79,64.0,20.66,3.1,83.4,Cambodia,Asia,Emerging and Developing Economies,0.0,-0.849,114,49.0,23.0
KOR,2011,434.3,513.508,79.20800000000003,26191.64,12.59,28.24,1.4,5114.96,105.57,1.4,81.92,83.76,513.8,Korea,Asia,Advanced Economies,1.0,1.714,11,8.0,64.0
LAO,2011,5.856,4.992,-0.8639999999999999,1666.4,0.49,10.67,63.6,424.23,91.7,63.6,30.66,9.0,27.84,Lao P.D.R.,Asia,Emerging and Developing Economies,0.0,-0.92,117,45.0,27.0
LTU,2011,17.039,21.401,4.361999999999998,11836.72,4.73,18.3,22.7,2412.98,149.65,22.7,66.74,63.64,48.32,Lithuania,Europe,Advanced Economies,1.0,0.454,45,33.0,39.0
LVA,2011,7.704,10.672,2.968000000000001,11018.52,4.0,12.17,35.5,2066.71,129.73,35.5,67.87,69.75,33.1,Latvia,Europe,Advanced Economies,1.0,0.834,35,38.0,34.0
MAR,2011,19.506,31.66,12.154,2879.54,1.71,14.67,11.8,559.35,76.83,11.8,58.58,46.11,73.75,Morocco,Africa,Emerging and Developing Economies,0.0,-0.513,86,25.0,47.0
MEX,2011,194.26500000000001,245.983,51.71799999999999,9575.93,4.22,17.72,9.1,1632.54,62.16,9.1,78.11,37.18,59.28,Mexico,America,Emerging and Developing Economies,0.0,1.341,19,11.0,61.0
MMR,2011,13.592,8.886,-4.706000000000001,895.51,0.19,19.72,83.8,280.0,99.97041095890411,83.8,29.08,0.98,75.65,Myanmar,Asia,Emerging and Developing Economies,0.0,-1.17,130,51.0,21.0
MYS,2011,210.053,115.351,-94.702,8400.32,7.49,23.32,2.2,2591.22,154.94,2.2,71.61,61.0,88.76,Malaysia,Asia,Emerging and Developing Economies,0.0,1.113,25,69.0,3.0
NGA,2011,115.216,69.001,-46.21499999999999,2370.98,0.61,7.17,84.1,376.07,99.97041095890411,84.1,44.37,13.8,188.17,Nigeria,Africa,Emerging and Developing Economies,0.0,-1.727,144,64.0,8.0
NLD,2011,156.275,167.494,11.218999999999994,45239.73,10.43,10.1,4.7,4611.91,141.76,4.7,87.88,91.42,495.05,The Netherlands,Europe,Advanced Economies,1.0,1.221,23,26.0,46.0
NOR,2011,57.504,70.902,13.398000000000003,72660.68,9.48,6.83,56.0,5501.96,69.6,56.0,79.46,93.49,13.56,Norway,Europe,Advanced Economies,1.0,0.464,43,19.0,53.0
NZL,2011,35.949,27.073,-8.875999999999998,35957.52,7.44,10.93,30.3,4108.26,59.17,30.3,86.1,81.23,16.65,New Zealand,Pacific,Advanced Economies,1.0,0.054,56,54.0,18.0
PAK,2011,34.258,44.230999999999995,9.972999999999992,1261.83,0.76,13.38,46.8,422.81,32.36,46.8,35.2,8.0,264.3,Pakistan,Asia,Emerging and Developing Economies,0.0,-0.714,104,27.0,45.0
PER,2011,29.302,32.425,3.1229999999999976,5453.46,1.68,15.09,30.6,688.06,55.99,30.6,76.62,36.01,22.89,Peru,America,Emerging and Developing Economies,0.0,-0.599,94,36.0,36.0
PHL,2011,43.197,55.878,12.680999999999997,2416.75,0.86,21.7,33.8,428.33,60.8,33.8,45.52,29.0,329.51,Philippines,Asia,Emerging and Developing Economies,0.0,0.813,36,21.0,51.0
POL,2011,147.291,132.483,-14.807999999999993,11370.31,8.59,16.14,10.4,2652.99,86.92,10.4,60.78,61.95,124.3,Poland,Europe,Emerging and Developing Economies,0.0,1.074,26,55.0,17.0
PRT,2011,32.919,45.34,12.421000000000006,19389.64,4.88,11.33,27.2,2164.03,73.01,27.2,61.17,55.25,115.27,Portugal,Europe,Advanced Economies,1.0,0.583,41,24.0,48.0
ROU,2011,45.102000000000004,41.975,-3.1270000000000024,8044.57,4.46,25.91,21.1,1771.7,76.27,21.1,53.96,40.01,87.53,Romania,Europe,Emerging and Developing Economies,0.0,0.716,38,48.0,24.0
RUS,2011,767.196,290.351,-476.845,9120.82,12.81,11.47,3.2,5004.23,48.04,3.2,73.73,58.0,8.73,Russia,Asia,Emerging and Developing Economies,0.0,-0.31,79,70.0,2.0
SAU,2011,173.612,129.211,-44.40099999999998,23314.57,20.29,9.94,0.0,7979.38,84.36,0.0,82.3,47.5,11.67,Saudi Arabia,Asia,Emerging and Developing Economies,0.0,-0.523,88,63.0,9.0
SEN,2011,3.058,4.1129999999999995,1.0549999999999997,1139.74,0.58,17.25,48.0,317.49,57.58,48.0,44.19,9.8,67.31,Senegal,Africa,Emerging and Developing Economies,0.0,-0.643,98,42.0,30.0
SGP,2011,209.437,170.935,-38.50200000000001,50713.53,9.9,19.58,0.5,4086.33,379.1,0.5,100.0,71.0,7363.19,Singapore,Asia,Advanced Economies,1.0,2.142,3,62.0,10.0
SVK,2011,45.671,47.465,1.794000000000004,14950.87,7.02,17.41,10.4,3339.09,169.18,10.4,54.42,74.44,112.26,Slovak Republic,Europe,Advanced Economies,1.0,1.248,21,40.0,32.0
SVN,2011,15.745000000000001,19.058,3.312999999999999,20535.42,7.83,18.2,19.1,3580.69,140.33,19.1,52.88,67.34,101.9,Slovenia,Europe,Advanced Economies,1.0,1.574,16,34.0,38.0
SWE,2011,53.126,94.164,41.038000000000004,49355.69,5.13,14.77,45.4,5281.4,86.39,45.4,85.3,92.77,23.2,Sweden,Europe,Advanced Economies,1.0,1.886,5,12.0,60.0
THA,2011,202.197,205.323,3.1260000000000048,5070.24,3.57,29.0,23.0,1704.82,139.68,23.0,44.7,23.67,135.07,Thailand,Asia,Emerging and Developing Economies,0.0,0.898,31,35.0,37.0
TUN,2011,15.907,16.085,0.17800000000000082,3784.75,2.41,15.97,13.2,902.9,100.11,13.2,66.94,39.1,70.07,Tunisia,Africa,Emerging and Developing Economies,0.0,0.2,54,43.0,29.0
TUR,2011,103.315,211.659,108.344,9201.34,4.48,16.45,12.7,1515.88,53.3,12.7,71.4,43.07,96.44,Türkiye,Europe,Emerging and Developing Economies,0.0,0.33,48,7.0,65.0
UKR,2011,154.00199999999998,66.438,-87.56399999999998,2418.12,7.2,11.77,2.7,2732.88,104.81,2.7,68.69,28.71,79.93,Ukraine,Europe,Emerging and Developing Economies,0.0,0.263,50,67.0,5.0
USA,2011,943.467,1682.618,739.151,53215.54,17.02,11.94,8.4,7009.65,30.84,8.4,80.94,69.73,34.09,United States,America,Advanced Economies,1.0,1.618,15,1.0,71.0
VNM,2011,158.256,110.309,-47.947,2132.9,1.77,18.69,36.3,663.57,125.26,36.3,31.08,35.07,282.39,Vietnam,Asia,Emerging and Developing Economies,0.0,0.006,58,65.0,7.0
ZAF,2011,176.488,85.08,-91.408,6067.12,8.39,12.86,9.0,2536.41,54.64,9.0,62.75,33.97,43.69,South Africa,Africa,Emerging and Developing Economies,0.0,-0.068,62,68.0,4.0
ARG,2012,75.948,55.174,-20.773999999999994,13754.43,4.48,15.22,8.6,1897.61,30.53,8.6,91.12,55.8,15.41,Argentina,America,Emerging and Developing Economies,0.0,-0.167,68,58.0,14.0
AUS,2012,185.998,218.426,32.428,55257.57,18.18,7.05,8.3,5533.72,43.16,8.3,85.4,79.0,2.96,Australia,Pacific,Advanced Economies,1.0,-0.634,99,15.0,57.0
AUT,2012,70.234,101.911,31.677000000000007,44221.46,8.19,17.26,34.4,3899.16,105.84,34.4,57.15,80.03,102.16,Austria,Europe,Advanced Economies,1.0,1.741,7,16.0,56.0
BEL,2012,110.211,147.048,36.837,40074.49,9.28,12.62,7.7,4822.69,160.38,7.7,97.74,80.72,366.17,Belgium,Europe,Advanced Economies,1.0,1.186,22,14.0,58.0
BGD,2012,18.261,42.084,23.823000000000004,1050.39,0.45,15.91,37.3,208.04,48.11,37.3,31.99,5.0,1191.29,Bangladesh,Asia,Emerging and Developing Economies,0.0,-0.959,118,20.0,52.0
BGR,2012,38.356,24.614,-13.742,6693.43,6.83,14.644324324324321,15.6,2493.08,123.97,15.6,72.97,51.9,67.3,Bulgaria,Europe,Emerging and Developing Economies,0.0,0.322,51,55.0,17.0
BLR,2012,63.898,52.535,-11.363000000000007,6052.64,6.8,24.78,7.2,3219.43,153.09,7.2,75.7,46.91,46.56,Belarus,Europe,Emerging and Developing Economies,0.0,0.71,37,54.0,18.0
BRA,2012,267.285,219.273,-48.01200000000003,9167.5,2.53,10.68,43.5,1433.15,25.11,43.5,84.92,48.56,23.56,Brazil,America,Emerging and Developing Economies,0.0,0.151,56,62.0,10.0
CAN,2012,366.003,322.287,-43.71600000000001,42320.64,16.34,10.02,21.8,7637.78,62.6,21.8,81.14,83.0,3.87,Canada,America,Advanced Economies,1.0,0.427,46,61.0,11.0
CHE,2012,49.613,110.553,60.94,81964.89,5.45,17.73,21.9,3175.97,126.45,21.9,73.65,85.2,202.39,Switzerland,Europe,Advanced Economies,1.0,2.331,2,8.0,64.0
CHL,2012,44.982,62.302,17.32,12882.83,4.64,9.83,30.3,2123.49,68.16,30.3,87.19,55.05,23.56,Chile,America,Emerging and Developing Economies,0.0,-0.381,80,21.0,51.0
CHN,2012,2274.636,1163.087,-1111.549,6723.19,7.6,31.01,11.5,2085.22,47.48,11.5,51.76,42.3,144.24,China,Asia,Emerging and Developing Economies,0.0,1.179,23,71.0,1.0
CIV,2012,6.193,7.12,0.9270000000000005,1503.43,0.38,10.32,74.9,442.18,70.3,74.9,48.17,4.4,73.8,Côte d'Ivoire,Africa,Emerging and Developing Economies,0.0,-1.024,122,42.0,30.0
CMR,2012,6.662,5.936,-0.726,1319.67,0.36,15.53,78.6,368.67,50.04,78.6,52.77,7.5,44.02,Cameroon,Africa,Emerging and Developing Economies,0.0,-0.804,108,46.0,26.0
COL,2012,44.404,52.063,7.658999999999999,5675.76,1.55,13.09,29.6,681.24,38.84,29.6,78.7,48.98,41.2,Colombia,America,Emerging and Developing Economies,0.0,-0.144,65,28.0,44.0
CRI,2012,6.1419999999999995,11.4,5.258000000000001,11001.52,1.64,13.88,38.1,1017.65,67.05,38.1,73.95,47.5,91.34,Costa Rica,America,Emerging and Developing Economies,0.0,0.409,47,32.0,40.0
CYP,2012,3.139,5.274,2.1350000000000002,24285.5,6.11,4.19,8.6,1936.17,112.34,8.6,67.26,60.69,126.13,Cyprus,Europe,Advanced Economies,1.0,1.024,26,38.0,34.0
CZE,2012,92.129,81.5,-10.629000000000005,16772.35,10.85,21.71,12.8,4109.54,145.48,12.8,73.2,73.43,136.1,Czech Republic,Europe,Advanced Economies,1.0,1.713,9,53.0,19.0
DEU,2012,546.612,694.365,147.75300000000004,40829.03,9.95,20.06,13.6,3913.44,79.3,13.6,77.17,82.35,230.75,Germany,Europe,Advanced Economies,1.0,2.032,4,5.0,67.0
DNK,2012,78.071,59.42,-18.650999999999996,51470.69,6.9,11.21,26.9,3072.09,104.36,26.9,87.14,92.26,139.79,Denmark,Europe,Advanced Economies,1.0,1.218,21,57.0,15.0
EGY,2012,31.725,59.346,27.620999999999995,3220.99,2.5,16.17,5.3,866.24,40.71,5.3,42.95,26.4,93.59,Egypt,Africa,Emerging and Developing Economies,0.0,-0.265,76,17.0,55.0
ESP,2012,169.4,211.221,41.821,24763.57,6.14,10.81,15.8,2677.18,60.55,15.8,78.9,69.81,93.51,Spain,Europe,Advanced Economies,1.0,0.776,36,12.0,60.0
EST,2012,14.051,10.562,-3.4890000000000008,16460.68,15.52,13.88,25.0,3984.06,169.16,25.0,67.97,78.39,31.2,Estonia,Europe,Advanced Economies,1.0,0.791,35,48.0,24.0
FIN,2012,47.01,57.574,10.564,43507.93,9.66,14.6,38.7,6265.77,79.43,38.7,84.84,89.88,17.82,Finland,Europe,Advanced Economies,1.0,1.555,15,26.0,46.0
FRA,2012,217.727,390.337,172.60999999999999,36161.29,5.58,10.25,12.3,3929.21,61.66,12.3,78.88,81.44,121.83,France,Europe,Advanced Economies,1.0,1.429,17,4.0,68.0
GBR,2012,198.527,374.19,175.663,42794.78,7.55,9.35,4.2,3028.77,62.23,4.2,81.84,87.48,263.34,United Kingdom,Europe,Advanced Economies,1.0,1.69,10,3.0,69.0
GRC,2012,44.053000000000004,47.931,3.877999999999993,17924.66,7.38,8.14,14.2,2408.76,62.39,14.2,77.0,55.07,85.69,Greece,Europe,Advanced Economies,1.0,0.229,54,33.0,39.0
HKG,2012,76.924,126.853,49.92899999999999,39887.83,6.24,1.5,0.2,1945.0,430.57,0.2,100.0,72.9,6809.62,Hong Kong SAR,Asia,Advanced Economies,1.0,0.868,32,11.0,61.0
HRV,2012,9.971,12.725,2.7539999999999996,11780.53,4.41,13.51,29.4,2020.48,79.0,29.4,55.51,61.94,76.13,Croatia,Europe,Advanced Economies,1.0,0.827,33,34.0,38.0
HUN,2012,55.684,57.837,2.153000000000006,11440.76,4.8,18.49,16.5,2490.19,166.18,16.5,69.68,70.58,109.58,Hungary,Europe,Emerging and Developing Economies,0.0,1.726,8,37.0,35.0
IDN,2012,167.315,194.172,26.857,2930.52,2.0,21.45,30.1,680.55,49.58,30.1,51.28,14.52,134.59,Indonesia,Asia,Emerging and Developing Economies,0.0,-0.227,74,18.0,54.0
IND,2012,498.853,439.134,-59.718999999999994,1333.1,1.58,15.82,34.8,572.13,55.79,34.8,31.63,11.1,430.07,India,Asia,Emerging and Developing Economies,0.0,0.124,57,64.0,8.0
IRL,2012,60.163,54.107,-6.055999999999997,47217.44,8.17,19.58,6.9,2858.92,190.06,6.9,61.94,76.92,66.77,Ireland,Europe,Advanced Economies,1.0,1.682,11,50.0,22.0
ISR,2012,26.654,50.765,24.111,34738.66,9.82,13.74,2.9,2968.59,69.97,2.9,91.96,70.8,365.55,Israel,Asia,Advanced Economies,1.0,1.548,16,19.0,53.0
ITA,2012,221.973,338.374,116.40100000000001,30953.41,6.56,13.76,14.4,2680.46,54.88,14.4,68.68,55.83,203.54,Italy,Europe,Advanced Economies,1.0,1.42,18,6.0,66.0
JOR,2012,10.108,16.945,6.837,4677.48,3.23,18.79,2.9,1034.5,117.86,2.9,88.18,37.0,85.46,Jordan,Asia,Emerging and Developing Economies,0.0,0.638,38,29.0,43.0
JPN,2012,309.803,747.511,437.70799999999997,33518.44,10.27,19.67,4.7,3536.7,30.47,4.7,91.15,79.5,350.15,Japan,Asia,Advanced Economies,1.0,2.429,1,2.0,70.0
KAZ,2012,127.399,63.068999999999996,-64.33000000000001,9531.91,15.44,11.08,1.3,4270.24,73.72,1.3,56.97,61.91,6.41,Kazakhstan,Asia,Emerging and Developing Economies,0.0,-0.443,85,65.0,7.0
KHM,2012,11.558,7.9030000000000005,-3.6549999999999994,1295.25,0.38,20.92,64.4,334.03,116.74,64.4,21.04,4.94,84.67,Cambodia,Asia,Emerging and Developing Economies,0.0,-0.804,107,49.0,23.0
KOR,2012,431.492,487.022,55.52999999999997,26680.28,12.59,27.83,1.6,5122.94,105.46,1.6,81.85,84.07,515.88,Korea,Asia,Advanced Economies,1.0,1.788,6,10.0,62.0
LAO,2012,6.904,6.555000000000001,-0.3489999999999993,1774.64,0.51,8.98,62.4,430.52,98.19,62.4,31.26,10.75,28.25,Lao P.D.R.,Asia,Emerging and Developing Economies,0.0,-0.889,114,44.0,28.0
LTU,2012,17.432,20.131,2.6990000000000016,12516.62,4.85,18.67,23.9,2468.16,156.64,23.9,66.86,67.23,47.69,Lithuania,Europe,Advanced Economies,1.0,0.469,44,35.0,37.0
